 STATE COUNTY                    COUNTY_SEA                ZIP_CODE
 WI    PRICE                     PHILLIPS                  54555
 WI    RACINE                    RACINE                    53400
 WI    RICHLAND                  RICHLAND CENTER           53581
 WI    ROCK                      JANESVILLE                53545
 WI    RUSK                      LADYSMITH                 54848
 WI    SAINT CROIX               HUDSON                    54016
 WI    SAUK                      BARABOO                   53913
 WI    SAWYER                    HAYWARD                   54843
 WI    SHAWANO                   SHAWANO                   54166
 WI    SHEBOYGAN                 SHEBOYGAN                 53081
 WI    TAYLOR                    MEDFORD                   54451
 WI    TREMPEALEAU               WHITEHALL                 54773
 WI    VERNON                    VIROQUA                   54665
 WI    VILAS                     EAGLE RIVER               54521
 WI    WALWORTH                  ELKHORN                   53121
 WI    WASHBURN                  SHELL LAKE                54871
 WI    WASHINGTON                WEST BEND                 53095
 WI    WAUKESHA                  WAUKESHA                  53186
 WI    WAUPACA                   WAUPACA                   54981
 WI    WAUSHARA                  WAUTOMA                   54982
 WI    WINNEBAGO                 OSHKOSH                   54901
 WI    WOOD                      WISCONSIN RAPIDS          54494
 WV    BARBOUR                   PHILIPPI                  26416
 WV    BERKELEY                  MARTINSBURG               25401
 WV    BOONE                     MADISON                   25130
 WV    BRAXTON                   SUTTON                    26601
 WV    BROOKE                    WELLSBURG                 26070
 WV    CABELL                    HUNTINGTON                25700
 WV    CALHOUN                   GRANTSVILLE               26147
 WV    CLAY                      CLAY                      25043
 WV    DODDRIDGE                 WEST UNION                26456
 WV    FAYETTE                   FAYETTEVILLE              25840
 WV    GILMER                    GLENVILLE                 26351
 WV    GRANT                     PETERSBURG                26847
 WV    GREENBRIER                LEWISBURG                 24901
 WV    HAMPSHIRE                 ROMNEY                    26757
 WV    HANCOCK                   NEW CUMBERLAND            26047
 WV    HARDY                     MOOREFIELD                26836
 WV    HARRISON                  CLARKSBURG                26301
 WV    JACKSON                   RIPLEY                    25271
 WV    JEFFERSON                 CHARLES TOWN              25414
 WV    KANAWHA                   CHARLESTON                25300
 WV    LEWIS                     WESTON                    26452
 WV    LINCOLN                   HAMLIN                    25523
 WV    LOGAN                     LOGAN                     25601
 WV    MARION                    FAIRMONT                  26554
 WV    MARSHALL                  MOUNDSVILLE               26041
 WV    MASON                     POINT PLEASANT            25550
 WV    MC DOWELL                 WELCH                     24801
 WV    MERCER                    PRINCETON                 24740
 WV    MINERAL                   KEYSER                    26726
 WV    MINGO                     WILLIAMSON                25661
 WV    MONONGALIA                MORGANTOWN                26505
 WV    MONROE                    UNION                     24983
 WV    MORGAN                    BERKELEY SPRINGS          25411
 WV    NICHOLAS                  SUMMERSVILLE              26651
 WV    OHIO                      WHEELING                  26003
 WV    PENDLETON                 FRANKLIN                  26807
 WV    PLEASANTS                 SAINT MARYS               26170
 WV    POCAHONTAS                MARLINTON                 24954
 WV    PRESTON                   KINGWOOD                  26537
 WV    PUTNAM                    WINFIELD                  25213
 WV    RALEIGH                   BECKLEY                   25801
 WV    RANDOLPH                  ELKINS                    26241
 WV    RITCHIE                   HARRISVILLE               26362
 WV    ROANE                     SPENCER                   25276
 WV    SUMMERS                   HINTON                    25951
 WV    TAYLOR                    GRAFTON                   26354
 WV    TUCKER                    PARSONS                   26287
 WV    TYLER                     MIDDLEBOURNE              26149
 WV    UPSHUR                    BUCKHANNON                26201
 WV    WAYNE                     WAYNE                     25570
 WV    WEBSTER                   WEBSTER SPRINGS           26288
 WV    WETZEL                    NEW MARTINSVILLE          26155
 WV    WIRT                      ELIZABETH                 26143
 WV    WOOD                      PARKERSBURG               26101
 WV    WYOMING                   PINEVILLE                 24874
 WY    ALBANY                    LARAMIE                   82070
 WY    BIG HORN                  BASIN                     82410
 WY    CAMPBELL                  GILLETTE                  82716
 WY    CARBON                    RAWLINS                   82301
 WY    CONVERSE                  DOUGLAS                   82633
 WY    CROOK                     SUNDANCE                  82729
 WY    FREMONT                   LANDER                    82520
 WY    GOSHEN                    TORRINGTON                82240
 WY    HOT SPRINGS               THERMOPOLIS               82443
 WY    JOHNSON                   BUFFALO                   82834
 WY    LARAMIE                   CHEYENNE                  82001
 WY    LINCOLN                   KEMMERER                  83101
 WY    NATRONA                   CASPER                    82601
 WY    NIOBRARA                  LUSK                      82225
 WY    PARK                      CODY                      82414
 WY    SHERIDAN                  SHERIDAN                  82801
 WY    SUBLETTE                  PINEDALE                  82941
 WY    SWEETWATER                GREEN RIVER               82935
 WY    TETON                     JACKSON                   83001
 WY    UINTA                     EVANSTON                  82930
